twfe_s.D,twfe_l.D,adl_Ylag.D,adl_full.D,adl_Dlag.D,adl_DYlag.D,adl_DZlag.D,adl_all.D,adl_all_nofe.D,theta,pi_hat,se_short,se_long,se_adl_all,sim,phi,rho_Z
1.38897454862122,1.20251166222438,1.00156145017727,0.967062689316574,1.02218547312493,0.998961595233713,0.941267795066508,0.961133915851991,0.876967569695222,0.551744494511977,0.337951512432879,0.0249811952410928,0.0236673150721205,0.0195076210051563,1,0,0.5
1.47168939158615,1.27836551273371,1.05043119864703,1.01480619898951,1.02937607430139,1.02474431998,0.958507727170392,0.988876490867092,0.914417667738792,0.539781437055014,0.358152143777289,0.0242644241587654,0.0235452717170394,0.0192635406927562,2,0,0.5
1.46144072344021,1.27748456010859,1.04605511637158,1.01699601952508,1.05452512035857,1.02889577018137,0.985645098013089,0.995839258147764,0.916601362591843,0.57884155891387,0.317800545760388,0.0240166972072275,0.0225598728197862,0.0189700495835491,3,0,0.5
1.45411830551796,1.26784099845044,1.06281215325553,1.02394358377677,1.06546137537924,1.05079004077895,0.983942840008333,1.00905095063469,0.914875110882339,0.527607220257701,0.353060572174385,0.0249972018649301,0.0239344009816513,0.0194851286686967,4,0,0.5
1.47521026062117,1.27416694925182,1.06038135369632,1.02179904146403,1.07963123320451,1.04936775588109,0.991941634082264,1.00660080422315,0.920560990240062,0.538203195769369,0.373545369016178,0.0240189780265435,0.0229164517056117,0.0187979472647599,5,0,0.5
1.46032988702348,1.28700731560394,1.04871674278068,1.02061991031516,1.05522587702387,1.03196744217083,0.990147022379231,1.00184953233305,0.904572068608904,0.517011662141194,0.335239191127195,0.0238083800301366,0.0229220785565224,0.0189195019667199,6,0,0.5
1.43819642073956,1.23961063091963,1.03907174321795,1.00119370474633,1.0518809212066,1.02408330102962,0.969655781330775,0.984005434616734,0.897620450158801,0.555934873589203,0.357210528164613,0.0253882746176849,0.0240378186521583,0.0198905282442122,7,0,0.5
1.40423544421824,1.22127473971654,1.01691032248325,0.985827510433422,1.03477458631178,1.00722154229336,0.96396271487571,0.975740914871496,0.875880150876107,0.519779787173097,0.351996574350766,0.0245109906529702,0.0235783222569698,0.0193774304457865,8,0,0.5
1.42715033626542,1.24656393655046,1.05118396266645,1.01882587857391,1.064091706764,1.04523238820918,0.994369241829962,1.01170312470755,0.944573430548697,0.570613697881259,0.316477505509405,0.0252104592109702,0.0237172373796672,0.0192682945658969,9,0,0.5
1.40277007826166,1.21066947377232,1.03958723022696,1.0040941770366,1.01668570468311,1.03404629929187,0.934611008983109,0.994311466069863,0.933265880822575,0.53008333906209,0.362396986159257,0.0239174667524103,0.0230394805147476,0.0190833823172595,10,0,0.5
1.36618295546858,1.21372104713395,1.01608529823294,0.986170150377293,1.00609790960937,1.00107905409695,0.946860863937009,0.970226682514602,0.873352833346237,0.508153031818736,0.300031484194737,0.024651812300555,0.0233933851406222,0.019001155998185,11,0,0.5
1.48015154631318,1.28813328090532,1.06171968569391,1.03138542370157,1.08354016668524,1.06065237984791,1.0038648003314,1.02738282532435,0.927575167845927,0.549115643803282,0.349686386783496,0.0241726936604,0.0232487616803795,0.0182188995890584,12,0,0.5
1.4698344985972,1.26336680530805,1.0707325529776,1.03236907351056,1.09135221992055,1.06598965416314,1.00095380955629,1.02217786962479,0.932809744162539,0.591377604456616,0.349130051143654,0.0243656747430457,0.0228612787924892,0.0185561671669281,13,0,0.5
1.46598481844912,1.29442589049633,1.05117311304279,1.01712086997832,1.04977971344234,1.03443383712668,0.974534547685134,0.994395901880901,0.901502273917597,0.540102575198259,0.317641381157673,0.0249017121978339,0.0235149915928515,0.0193544153799679,14,0,0.5
1.44534854728036,1.25526680226864,1.07041997377936,1.02611809830522,1.08322197327667,1.07066667736835,0.996946564148693,1.02459849095072,0.944185880078764,0.537177517315397,0.353852756090154,0.0243261803857441,0.023372789046162,0.0188860258454555,15,0,0.5
1.45079840736335,1.27265699662946,1.0508848997373,1.01988566698098,1.05879317387293,1.04337180701018,0.993280609439498,1.01007661680446,0.936769917062644,0.544690148687708,0.327050913557148,0.0246221027991278,0.023146885044083,0.019335685408995,16,0,0.5
1.45469582541566,1.27870824062734,1.05071738553365,1.02094911762998,1.06004848609971,1.0395973303488,0.991715604271494,1.00661669085396,0.925148452099869,0.531866523558805,0.330886748823295,0.0243297871815369,0.0232156739260316,0.0198738915105924,17,0,0.5
1.45279514982249,1.24973108077224,1.04999581571399,1.01117547436802,1.0713599563147,1.04222242236825,0.98418849310322,1.00132257423735,0.921870957358214,0.546731747813803,0.371414445680601,0.0251213144080197,0.0240581749644193,0.019612131864691,18,0,0.5
1.39755947968511,1.23060232748877,1.03814734995168,1.0056691045638,1.0182176951625,1.01316813139452,0.955412423834565,0.980356393490212,0.873206582643436,0.527812197270005,0.31631923828188,0.0244805923148785,0.0232938624679867,0.0185890553010231,19,0,0.5
1.41053364954395,1.22613294629249,1.02331572697648,0.984933312328649,1.01734326199414,1.01281874882006,0.946636112317667,0.974439408481743,0.902946078232342,0.543989910160008,0.338978168174524,0.0240487485008873,0.0229121464471655,0.0186753499118494,20,0,0.5
1.45041095804347,1.28026864744387,1.07183169686906,1.03787389560142,1.07791341820613,1.06322081133597,1.01028395353513,1.02647763786343,0.929373132225611,0.549302413679363,0.309742514073338,0.0249829914353464,0.0233468073022509,0.0194014032419257,21,0,0.5
1.44225607073766,1.23484934486216,1.05310031011385,1.01311237038961,1.02724586577966,1.03850312010144,0.934953297163077,0.99168030082502,0.914906754421035,0.547864396485407,0.378573105326846,0.024224346463168,0.0230698461345133,0.0186351309925353,22,0,0.5
1.4552629052485,1.25018491085228,1.03804623822032,0.999747079182705,1.05791353279457,1.03193204030092,0.971489588620746,0.990184317152292,0.910574202197137,0.568586244594266,0.360680541159688,0.0251498304242569,0.0237067683451624,0.019505066550085,23,0,0.5
1.43518170954703,1.27693807775506,1.04415721397411,1.0145370301181,1.0504116421727,1.02958119876116,0.984303708964112,0.996546093237553,0.902275504572435,0.522012590066026,0.303141408470546,0.0241342749640277,0.0229576019575687,0.0186467318402857,24,0,0.5
1.3844038284328,1.19860398282055,1.04054861962932,0.999122205774798,1.03952118815665,1.03042342473673,0.954974595172347,0.986547802912203,0.897333078928497,0.521161086342772,0.356511356049404,0.0248972457271452,0.0237779539790107,0.0197334872781147,25,0,0.5
1.3891978980572,1.22259697206348,1.01301320171113,0.981594643896514,1.02731288061971,1.00315406141021,0.964167212907899,0.971323352691111,0.898334512341861,0.53253058009238,0.312847622693942,0.0246589309743389,0.0232904825641456,0.0195039038989445,26,0,0.5
1.43159830629618,1.25826104034841,1.08004490826547,1.04987904396659,1.05955642526804,1.07018812262953,0.992591973835763,1.03766256292548,0.924701792582876,0.55453308450185,0.312582370271894,0.0249133546562641,0.0235573358579436,0.0187303611791705,27,0,0.5
1.44079516037904,1.25477820022421,1.04858994855189,1.01564103064074,1.05889029908042,1.0352057581271,0.981175721897193,0.998413608507028,0.917559988161646,0.53681948639025,0.346516780539513,0.0243606136332115,0.0232431225891535,0.0193053488108959,28,0,0.5
1.47442080347527,1.24418790951993,1.05048307238046,1.00672497590123,1.07041370836429,1.03482517872855,0.977995760838858,0.989027618984319,0.906967133552061,0.604732450811831,0.380718603154596,0.0243932988749741,0.023021859935371,0.0191963349887946,29,0,0.5
1.4263458504871,1.22781390885,1.03302075386833,0.998315143187383,1.020462376913,1.0166006230747,0.940512152092475,0.979196158609725,0.880041707826829,0.549015326579728,0.361614570715031,0.0238985071385009,0.0229260138233936,0.0183099090825338,30,0,0.5
1.4825707616307,1.29807567422041,1.04884562046539,1.01455612256177,1.06236552324671,1.0337495948303,0.985518770228922,0.996635013275652,0.891729450824816,0.547745510942581,0.336826288348406,0.024517509468672,0.0234797200507477,0.0187677776891451,31,0,0.5
1.39219223285618,1.21171816438179,1.02167538097261,0.987767962535977,1.01379642194053,1.0063053988941,0.93652478949814,0.968124369053209,0.896954664434624,0.534402739233698,0.337711720439876,0.0239513159891735,0.0228866589464703,0.0188992251345891,32,0,0.5
1.38614086390516,1.21735935209556,1.03798357055277,1.00202587194711,1.01902382677123,1.0209226539988,0.949478127018285,0.983100992911568,0.900389831906387,0.525706233976483,0.321056706010356,0.0249253006359441,0.0236628883602834,0.0193913651993723,33,0,0.5
1.42159890137452,1.23824071428556,1.03905879492488,1.00712962657046,1.02958256212696,1.01260616333331,0.958240856033361,0.977918347336956,0.883838655267831,0.533840589636236,0.343469924634057,0.024174974804551,0.0230361164401768,0.0190492329744297,34,0,0.5
1.42593806974148,1.25461549607201,1.04588575054976,1.01714175290992,1.04001606376153,1.03165577488859,0.972728490531117,1.00111484720427,0.896535639719426,0.525454822245901,0.326046248728308,0.0249263431751474,0.0238418183033207,0.0188409376260316,35,0,0.5
1.41686483207061,1.23862245081323,1.01922047190276,0.989750266241876,1.04189085608605,1.01737125740482,0.969848561457274,0.984058771093781,0.894379150187512,0.556805175245728,0.320116243852652,0.0242653633315773,0.0226976793425949,0.0182623602498976,36,0,0.5
1.43923906732881,1.25998314608835,1.05054554129268,1.01581044623268,1.03556176979457,1.03829625664634,0.960033076515888,0.998054838823894,0.929113327029681,0.521850304800291,0.343500654481874,0.0235587665448297,0.0223891878469188,0.0184269519274612,37,0,0.5
1.42671938476132,1.24604913752079,1.0352321725208,1.00760361057064,1.04419730306973,1.02717220695823,0.97290290843816,0.995500714677057,0.882494583307049,0.576327719494528,0.313485263903298,0.0254882703551418,0.0236614242035741,0.0187807751081809,38,0,0.5
