year	iso	nom_gdp_usd_wdi
1964	"BEN"	2.698189883E8
1964	"BWA"	4.161396905E7
1964	"BDI"	2.60750008E8
1964	"BFA"	4.103217856E8
1964	"CMR"	7.823845278E8
1964	"CAF"	1.420250695E8
1964	"TCD"	3.922475176E8
1964	"COD"	2.881545273E9
1964	"CIV"	9.210632664E8
1964	"COG"	1.856937248E8
1964	"DJI"	
1964	"EGY"	
1964	"ETH"	
1964	"SWZ"	6.497928041E7
1964	"GAB"	2.156798553E8
1964	"GMB"	
1964	"GHA"	1.731296119E9
1964	"GNB"	
1964	"GIN"	
1964	"KEN"	9.987593336E8
1964	"LBY"	
1964	"LBR"	
1964	"LSO"	5.193896122E7
1964	"MWI"	1.947361053E8
1964	"MDG"	8.024821829E8
1964	"MLI"	
1964	"MRT"	1.518972025E8
1964	"MAR"	2.798339769E9
1964	"MOZ"	
1964	"NAM"	
1964	"NER"	5.828163583E8
1964	"NGA"	5.552822484E9
1964	"RWA"	1.29999994E8
1964	"SEN"	1.188930568E9
1964	"SLE"	3.718481147E8
1964	"SOM"	2.295299127E8
1964	"ZAF"	1.0373995855E10
1964	"SDN"	1.611333333E9
1964	"TZA"	
1964	"TGO"	1.661040676E8
1964	"TUN"	
1964	"UGA"	5.890566038E8
1964	"ZWE"	1.217138E9
1964	"ZMB"	8.394285714E8
1965	"DZA"	3.136258897E9
1965	"AGO"	
1965	"BEN"	2.899087206E8
1965	"BWA"	4.579086975E7
1965	"BDI"	1.58994963E8
1965	"BFA"	4.229168484E8
1965	"CMR"	8.141398558E8
1965	"CAF"	1.505748163E8
1965	"TCD"	4.16926303E8
1965	"COD"	4.043901818E9
1965	"CIV"	9.197713564E8
1965	"COG"	1.983180639E8
1965	"DJI"	
1965	"EGY"	4.94866754E9
1965	"ETH"	
1965	"SWZ"	7.027859443E7
1965	"GAB"	2.264742856E8
1965	"GMB"	
1965	"GHA"	2.053462872E9
1965	"GNB"	
1965	"GIN"	
1965	"KEN"	9.9791932E8
1965	"LBY"	
1965	"LBR"	
1965	"LSO"	5.487890242E7
1965	"MWI"	2.294554109E8
1965	"MDG"	8.335634722E8
1965	"MLI"	
1965	"MRT"	1.727672124E8
1965	"MAR"	2.948325264E9
1965	"MOZ"	
1965	"NAM"	
1965	"NER"	6.733836042E8
1965	"NGA"	5.874422512E9
1965	"RWA"	1.4879998E8
1965	"SEN"	1.210058396E9
1965	"SLE"	3.593798562E8
1965	"SOM"	2.437245332E8
1965	"ZAF"	1.1334395471E10
1965	"SDN"	1.679333333E9
1965	"TZA"	
1965	"TGO"	1.873003364E8
1965	"TUN"	9.91047619E8
1965	"UGA"	8.848739496E8
1965	"ZWE"	1.3114358E9
1965	"ZMB"	1.082857143E9
1966	"DZA"	3.039834559E9
1966	"AGO"	
1966	"BEN"	3.029252808E8
1966	"BWA"	5.146443515E7
1966	"BDI"	1.654445714E8
1966	"BFA"	4.338898316E8
1966	"CMR"	8.532687711E8
1966	"CAF"	1.579300419E8
1966	"TCD"	4.327949225E8
1966	"COD"	4.532660182E9
1966	"CIV"	1.024103034E9
1966	"COG"	2.206135824E8
1966	"DJI"	
1966	"EGY"	5.278005612E9
1966	"ETH"	
1966	"SWZ"	7.685846283E7
1966	"GAB"	2.458497817E8
1966	"GMB"	4.42123537E7
1966	"GHA"	2.126300573E9
1966	"GNB"	
1966	"GIN"	
1966	"KEN"	1.164519673E9
1966	"LBY"	
1966	"LBR"	
1966	"LSO"	5.669886602E7
1966	"MWI"	2.603947921E8
1966	"MDG"	9.002645837E8
1966	"MLI"	
1966	"MRT"	1.803406529E8
1966	"MAR"	2.876395613E9
1966	"MOZ"	
1966	"NAM"	
1966	"NER"	7.022961844E8
1966	"NGA"	6.366792664E9
1966	"RWA"	1.245257029E8
1966	"SEN"	1.246908374E9
1966	"SLE"	3.754798498E8
1966	"SOM"	2.573744558E8
1966	"ZAF"	1.2354995063E10
1966	"SDN"	1.723E9
1966	"TZA"	
1966	"TGO"	2.161362639E8
1966	"TUN"	1.040952381E9
1966	"UGA"	9.257703081E8
1966	"ZWE"	1.2817495E9
1966	"ZMB"	1.264285714E9
1967	"DZA"	3.370843066E9
1967	"AGO"	
1967	"BEN"	3.062220004E8
1967	"BWA"	5.864644351E7
1967	"BDI"	1.782971429E8
1967	"BFA"	4.507539932E8
1967	"CMR"	9.340790503E8
1967	"CAF"	1.638205389E8
1967	"TCD"	4.49826323E8
1967	"COD"	3.384063372E9
1967	"CIV"	1.082922892E9
1967	"COG"	2.373974283E8
1967	"DJI"	
1967	"EGY"	5.605484299E9
1967	"ETH"	
1967	"SWZ"	7.475850483E7
1967	"GAB"	2.715436803E8
1967	"GMB"	4.669536316E7
1967	"GHA"	1.747187539E9
1967	"GNB"	
1967	"GIN"	
1967	"KEN"	1.232559506E9
1967	"LBY"	
1967	"LBR"	
1967	"LSO"	5.926081478E7
1967	"MWI"	2.698149682E8
1967	"MDG"	9.564369311E8
1967	"MLI"	2.754945201E8
1967	"MRT"	1.912217768E8
1967	"MAR"	3.046339295E9
1967	"MOZ"	
1967	"NAM"	
1967	"NER"	6.655869751E8
1967	"NGA"	5.203135937E9
1967	"RWA"	1.59560018E8
1967	"SEN"	1.246480959E9
1967	"SLE"	3.48795303E8
1967	"SOM"	2.717803648E8
1967	"ZAF"	1.3777394495E10
1967	"SDN"	1.865666667E9
1967	"TZA"	
1967	"TGO"	2.317064755E8
1967	"TUN"	1.085714286E9
1967	"UGA"	9.676470588E8
1967	"ZWE"	1.397002E9
1967	"ZMB"	1.368E9
1968	"DZA"	3.852115817E9
1968	"AGO"	
1968	"BEN"	3.263230974E8
1968	"BWA"	6.624825662E7
1968	"BDI"	1.832E8
1968	"BFA"	4.604428642E8
1968	"CMR"	1.053077155E9
1968	"CAF"	1.91767437E8
1968	"TCD"	4.539800967E8
1968	"COD"	3.909780539E9
1968	"CIV"	1.281281246E9
1968	"COG"	2.51247458E8
1968	"DJI"	
1968	"EGY"	5.932242991E9
1968	"ETH"	
1968	"SWZ"	7.979840403E7
1968	"GAB"	2.944685645E8
1968	"GMB"	4.116065857E7
1968	"GHA"	1.666910166E9
1968	"GNB"	
1968	"GIN"	
1968	"KEN"	1.353295458E9
1968	"LBY"	
1968	"LBR"	
1968	"LSO"	6.14447711E7
1968	"MWI"	2.451698068E8
1968	"MDG"	1.031669636E9
1968	"MLI"	3.437719647E8
1968	"MRT"	2.106951827E8
1968	"MAR"	3.271415868E9
1968	"MOZ"	
1968	"NAM"	
1968	"NER"	6.412142107E8
1968	"NGA"	5.200895982E9
1968	"RWA"	1.72200018E8
1968	"SEN"	1.30938483E9
1968	"SLE"	3.298600919E8
1968	"SOM"	2.867182797E8
1968	"ZAF"	1.4894594048E10
1968	"SDN"	1.947333333E9
1968	"TZA"	
1968	"TGO"	2.419569107E8
1968	"TUN"	1.214666667E9
1968	"UGA"	1.037815126E9
1968	"ZWE"	1.4795999E9
1968	"ZMB"	1.605857143E9
1969	"DZA"	4.257218772E9
1969	"AGO"	
1969	"BEN"	3.307482115E8
1969	"BWA"	7.735691408E7
1969	"BDI"	1.902057143E8
1969	"BFA"	4.782987815E8
1969	"CMR"	1.152418515E9
1969	"CAF"	1.880391913E8
1969	"TCD"	4.716356209E8
1969	"COD"	5.03243497E9
1969	"CIV"	1.361360157E9
1969	"COG"	2.650400361E8
1969	"DJI"	
1969	"EGY"	6.524455206E9
1969	"ETH"	
1969	"SWZ"	1.054178916E8
1969	"GAB"	3.18124701E8
1969	"GMB"	4.51687227E7
1969	"GHA"	1.962051319E9
1969	"GNB"	
1969	"GIN"	
1969	"KEN"	1.458379415E9
1969	"LBY"	
1969	"LBR"	
1969	"LSO"	6.596668067E7
1969	"MWI"	2.658106324E8
1969	"MDG"	1.056391055E9
1969	"MLI"	3.399138331E8
1969	"MRT"	1.996434476E8
1969	"MAR"	3.651615453E9
1969	"MOZ"	
1969	"NAM"	
1969	"NER"	6.258679227E8
1969	"NGA"	6.634187316E9
1969	"RWA"	1.88700037E8
1969	"SEN"	1.245234807E9
1969	"SLE"	4.086901635E8
1969	"SOM"	3.063572846E8
1969	"ZAF"	1.6780393295E10
1969	"SDN"	2.144333333E9
1969	"TZA"	
1969	"TGO"	2.677324464E8
1969	"TUN"	1.289904762E9
1969	"UGA"	1.169047619E9
1969	"ZWE"	1.7479988E9
1969	"ZMB"	1.965714286E9
1970	"DZA"	4.863487493E9
1970	"AGO"	
1970	"BEN"	3.336277582E8
1970	"BWA"	9.624511446E7
1970	"BDI"	2.427325714E8
1970	"BFA"	4.584043301E8
1970	"CMR"	1.160002261E9
1970	"CAF"	1.891065545E8
1970	"TCD"	4.692667366E8
1970	"COD"	4.87768491E9
1970	"CIV"	1.45548299E9
1970	"COG"	2.749606999E8
1970	"DJI"	
1970	"EGY"	8.042200452E9
1970	"ETH"	
1970	"SWZ"	1.121377572E8
1970	"GAB"	3.238024755E8
1970	"GMB"	5.229683675E7
1970	"GHA"	2.21502945E9
1970	"GNB"	7.873359484E7
1970	"GIN"	
1970	"KEN"	1.603447357E9
1970	"LBY"	
1970	"LBR"	
1970	"LSO"	6.873862523E7
1970	"MWI"	2.905316213E8
1970	"MDG"	1.11185957E9
1970	"MLI"	3.597723633E8
1970	"MRT"	2.09348256E8
1970	"MAR"	3.956328426E9
1970	"MOZ"	
1970	"NAM"	
1970	"NER"	6.499167082E8
1970	"NGA"	1.2545849083E10
1970	"RWA"	2.19900006E8
1970	"SEN"	1.297407829E9
1970	"SLE"	4.344103738E8
1970	"SOM"	3.226000091E8
1970	"ZAF"	1.841839264E10
1970	"SDN"	2.437666667E9
1970	"TZA"	
1970	"TGO"	2.539766262E8
1970	"TUN"	1.439238095E9
1970	"UGA"	1.260084034E9
1970	"ZWE"	1.8842063E9
1970	"ZMB"	1.825285714E9
1971	"DZA"	5.077222367E9
1971	"AGO"	
1971	"BEN"	3.350729752E8
1971	"BWA"	1.269574944E8
1971	"BDI"	2.528422857E8
1971	"BFA"	4.82411279E8
1971	"CMR"	1.233991075E9
1971	"CAF"	2.014507684E8
1971	"TCD"	5.018667307E8
1971	"COD"	5.594770359E9
1971	"CIV"	1.584128262E9
1971	"COG"	3.221280193E8
1971	"DJI"	
1971	"EGY"	8.609283346E9
1971	"ETH"	
1971	"SWZ"	1.364653244E8
1971	"GAB"	3.816870731E8
1971	"GMB"	5.572860897E7
1971	"GHA"	2.417107708E9
1971	"GNB"	7.854005714E7
1971	"GIN"	
1971	"KEN"	1.778391289E9
1971	"LBY"	
1971	"LBR"	
1971	"LSO"	7.648210291E7
1971	"MWI"	3.653869298E8
1971	"MDG"	1.19950763E9
1971	"MLI"	4.300967384E8
1971	"MRT"	2.270510552E8
1971	"MAR"	4.356633663E9
1971	"MOZ"	
1971	"NAM"	
1971	"NER"	6.935735953E8
1971	"NGA"	9.181769912E9
1971	"RWA"	2.229525782E8
1971	"SEN"	1.339548824E9
1971	"SLE"	4.195494251E8
1971	"SOM"	3.311027422E8
1971	"ZAF"	2.0333691315E10
1971	"SDN"	2.656E9
1971	"TZA"	
1971	"TGO"	2.86537525E8
1971	"TUN"	1.685217059E9
1971	"UGA"	1.417787115E9
1971	"ZWE"	2.1787163E9
1971	"ZMB"	1.687E9
1972	"DZA"	6.761786387E9
1972	"AGO"	
1972	"BEN"	4.10331901E8
1972	"BWA"	1.652580939E8
1972	"BDI"	2.468045714E8
1972	"BFA"	5.78595584E8
1972	"CMR"	1.430951332E9
1972	"CAF"	2.30317908E8
1972	"TCD"	5.854275457E8
1972	"COD"	6.173712814E9
1972	"CIV"	1.8494006E9
1972	"COG"	4.106692629E8
1972	"DJI"	
1972	"EGY"	9.299638056E9
1972	"ETH"	
1972	"SWZ"	1.467412515E8
1972	"GAB"	4.305083577E8
1972	"GMB"	5.9161545E7
1972	"GHA"	2.112292945E9
1972	"GNB"	8.770282857E7
1972	"GIN"	
1972	"KEN"	2.107279157E9
1972	"LBY"	
1972	"LBR"	
1972	"LSO"	8.091583192E7
1972	"MWI"	4.060628743E8
1972	"MDG"	1.341590682E9
1972	"MLI"	4.866173324E8
1972	"MRT"	2.650093967E8
1972	"MAR"	5.074117545E9
1972	"MOZ"	
1972	"NAM"	
1972	"NER"	7.427797404E8
1972	"NGA"	1.2274416018E10
1972	"RWA"	2.464578383E8
1972	"SEN"	1.620857277E9
1972	"SLE"	4.6538109E8
1972	"SOM"	4.169424369E8
1972	"ZAF"	2.1357435928E10
1972	"SDN"	2.882E9
1972	"TZA"	
1972	"TGO"	3.356776369E8
1972	"TUN"	2.23747642E9
1972	"UGA"	1.491596639E9
1972	"ZWE"	2.6777294E9
1972	"ZMB"	1.910714286E9
1973	"DZA"	8.71510593E9
1973	"AGO"	
1973	"BEN"	5.043760357E8
1973	"BWA"	2.44129088E8
1973	"BDI"	3.043398396E8
1973	"BFA"	6.747738212E8
1973	"CMR"	1.758727395E9
1973	"CAF"	2.711830614E8
1973	"TCD"	6.471994828E8
1973	"COD"	7.870239461E9
1973	"CIV"	2.508421235E9
1973	"COG"	5.419733625E8
1973	"DJI"	
1973	"EGY"	1.0098534613E10
1973	"ETH"	
1973	"SWZ"	2.219020173E8
1973	"GAB"	7.227807011E8
1973	"GMB"	7.518796992E7
1973	"GHA"	2.465492958E9
1973	"GNB"	8.937423729E7
1973	"GIN"	
1973	"KEN"	2.502142444E9
1973	"LBY"	
1973	"LBR"	
1973	"LSO"	1.211815562E8
1973	"MWI"	4.442817039E8
1973	"MDG"	1.653062347E9
1973	"MLI"	5.636836603E8
1973	"MRT"	3.337318861E8
1973	"MAR"	6.242177798E9
1973	"MOZ"	
1973	"NAM"	
1973	"NER"	9.46385033E8
1973	"NGA"	1.5162871287E10
1973	"RWA"	2.907461571E8
1973	"SEN"	1.863398448E9
1973	"SLE"	5.752302344E8
1973	"SOM"	5.070284282E8
1973	"ZAF"	2.9295674713E10
1973	"SDN"	3.571666667E9
1973	"TZA"	
1973	"TGO"	4.064799062E8
1973	"TUN"	2.730787476E9
1973	"UGA"	1.702521008E9
1973	"ZWE"	3.3093536E9
1973	"ZMB"	2.268714286E9
1974	"DZA"	1.3209713643E10
1974	"AGO"	
1974	"BEN"	5.54654787E8
1974	"BWA"	3.060338484E8
1974	"BDI"	3.452634921E8
1974	"BFA"	7.511336426E8
1974	"CMR"	2.255496995E9
1974	"CAF"	2.813986682E8
1974	"TCD"	6.525327961E8
1974	"COD"	9.59696018E9
1974	"CIV"	3.070151901E9
1974	"COG"	5.853646354E8
1974	"DJI"	
1974	"EGY"	9.228963225E9
1974	"ETH"	
1974	"SWZ"	2.643119941E8
1974	"GAB"	1.544216004E9
1974	"GMB"	9.579753346E7
1974	"GHA"	2.894409938E9
1974	"GNB"	9.877532895E7
1974	"GIN"	
1974	"KEN"	2.973309272E9
1974	"LBY"	
1974	"LBR"	
1974	"LSO"	1.508462104E8
1974	"MWI"	5.486210176E8
1974	"MDG"	1.91750819E9
1974	"MLI"	5.387472683E8
1974	"MRT"	4.14772366E8
1974	"MAR"	7.675408486E9
1974	"MOZ"	
1974	"NAM"	
1974	"NER"	1.026136974E9
1974	"NGA"	2.4846641318E10
1974	"RWA"	3.084584232E8
1974	"SEN"	2.09932495E9
1974	"SLE"	6.485906429E8
1974	"SOM"	4.675774322E8
1974	"ZAF"	3.6807721039E10
1974	"SDN"	4.595E9
1974	"TZA"	
1974	"TGO"	5.604377426E8
1974	"TUN"	3.545933562E9
1974	"UGA"	2.100142653E9
1974	"ZWE"	3.9821614E9
1974	"ZMB"	3.121833333E9
1975	"DZA"	1.5557934268E10
1975	"AGO"	
1975	"BEN"	6.768701403E8
1975	"BWA"	3.551724138E8
1975	"BDI"	4.209866667E8
1975	"BFA"	9.399727035E8
1975	"CMR"	2.752771044E9
1975	"CAF"	3.786600163E8
1975	"TCD"	8.646021033E8
1975	"COD"	1.0237343174E10
1975	"CIV"	3.89383919E9
1975	"COG"	7.67102679E8
1975	"DJI"	
1975	"EGY"	1.1632178869E10
1975	"ETH"	
1975	"SWZ"	2.883029074E8
1975	"GAB"	2.157592937E9
1975	"GMB"	1.151825221E8
1975	"GHA"	2.810106383E9
1975	"GNB"	1.089857402E8
1975	"GIN"	
1975	"KEN"	3.259344936E9
1975	"LBY"	
1975	"LBR"	
1975	"LSO"	1.495605139E8
1975	"MWI"	6.132206529E8
1975	"MDG"	2.283049233E9
1975	"MLI"	8.307106152E8
1975	"MRT"	4.759164977E8
1975	"MAR"	8.984824183E9
1975	"MOZ"	
1975	"NAM"	
1975	"NER"	1.048690933E9
1975	"NGA"	2.7778934625E10
1975	"RWA"	5.718632957E8
1975	"SEN"	2.830388405E9
1975	"SLE"	6.793359011E8
1975	"SOM"	7.108502265E8
1975	"ZAF"	3.8114542813E10
1975	"SDN"	5.598E9
1975	"TZA"	
1975	"TGO"	6.173216694E8
1975	"TUN"	4.32861049E9
1975	"UGA"	2.359555556E9
1975	"ZWE"	4.3713007E9
1975	"ZMB"	2.618666667E9
1976	"DZA"	1.7728347375E10
1976	"AGO"	
1976	"BEN"	6.984082444E8
1976	"BWA"	3.720101196E8
1976	"BDI"	4.484127536E8
1976	"BFA"	9.765475722E8
1976	"CMR"	3.076592431E9
1976	"CAF"	4.5115245E8
1976	"TCD"	8.66044961E8
1976	"COD"	9.648583225E9
1976	"CIV"	4.662053708E9
1976	"COG"	7.545496005E8
1976	"DJI"	
1976	"EGY"	1.3315988083E10
1976	"ETH"	
1976	"SWZ"	2.725390984E8
1976	"GAB"	3.009409971E9
1976	"GMB"	1.121894685E8
1976	"GHA"	2.765254237E9
1976	"GNB"	1.12386489E8
1976	"GIN"	
1976	"KEN"	3.474542392E9
1976	"LBY"	
1976	"LBR"	
1976	"LSO"	1.476540938E8
1976	"MWI"	6.703176342E8
1976	"MDG"	2.181844194E9
1976	"MLI"	9.392279937E8
1976	"MRT"	5.244079499E8
1976	"MAR"	9.584323309E9
1976	"MOZ"	
1976	"NAM"	
1976	"NER"	1.064517575E9
1976	"NGA"	3.6308883249E10
1976	"RWA"	6.377541621E8
1976	"SEN"	2.869777812E9
1976	"SLE"	5.948956723E8
1976	"SOM"	8.072758087E8
1976	"ZAF"	3.6603349968E10
1976	"SDN"	6.979333333E9
1976	"TZA"	
1976	"TGO"	6.193751342E8
1976	"TUN"	4.507929104E9
1976	"UGA"	2.4473E9
1976	"ZWE"	4.318372E9
1976	"ZMB"	2.746714286E9
1977	"DZA"	2.0971901273E10
1977	"AGO"	
1977	"BEN"	7.500497392E8
1977	"BWA"	4.516033254E8
1977	"BDI"	5.475355556E8
1977	"BFA"	1.131225279E9
1977	"CMR"	3.366368665E9
1977	"CAF"	5.072981207E8
1977	"TCD"	9.353604664E8
1977	"COD"	1.2344424764E10
1977	"CIV"	6.265067858E9
1977	"COG"	7.652240306E8
1977	"DJI"	
1977	"EGY"	1.4400806876E10
1977	"ETH"	
1977	"SWZ"	3.040478381E8
1977	"GAB"	2.809349074E9
1977	"GMB"	1.380942433E8
1977	"GHA"	3.189428571E9
1977	"GNB"	1.149712072E8
1977	"GIN"	
1977	"KEN"	4.494378855E9
1977	"LBY"	
1977	"LBR"	
1977	"LSO"	1.933072677E8
1977	"MWI"	8.062908406E8
1977	"MDG"	2.358930406E9
1977	"MLI"	1.049838493E9
1977	"MRT"	5.406354012E8
1977	"MAR"	1.1049896742E10
1977	"MOZ"	
1977	"NAM"	
1977	"NER"	1.291457973E9
1977	"NGA"	3.6035407725E10
1977	"RWA"	7.466505586E8
1977	"SEN"	2.938046307E9
1977	"SLE"	6.917777584E8
1977	"SOM"	4.98550873E8
1977	"ZAF"	4.0651349965E10
1977	"SDN"	8.704E9
1977	"TZA"	
1977	"TGO"	7.774350205E8
1977	"TUN"	5.109324009E9
1977	"UGA"	2.936470588E9
1977	"ZWE"	4.3643821E9
1977	"ZMB"	2.483E9
1978	"DZA"	2.6364491313E10
1978	"AGO"	
1978	"BEN"	9.288433048E8
1978	"BWA"	5.903767206E8
1978	"BDI"	6.102255556E8
1978	"BFA"	1.475584037E9
1978	"CMR"	4.409920644E9
1978	"CAF"	6.105785238E8
1978	"TCD"	1.113920123E9
1978	"COD"	1.5372608002E10
1978	"CIV"	7.900524898E9
1978	"COG"	8.787717713E8
1978	"DJI"	
1978	"EGY"	1.4811704063E10
1978	"ETH"	
1978	"SWZ"	3.406163753E8
1978	"GAB"	2.389479269E9
1978	"GMB"	1.718367934E8
1978	"GHA"	3.662478185E9
1978	"GNB"	1.226668588E8
1978	"GIN"	
1978	"KEN"	5.303734883E9
1978	"LBY"	
1978	"LBR"	
1978	"LSO"	2.665593376E8
1978	"MWI"	9.490340168E8
1978	"MDG"	2.669755116E9
1978	"MLI"	1.222702356E9
1978	"MRT"	5.444245871E8
1978	"MAR"	1.3236854105E10
1978	"MOZ"	
1978	"NAM"	
1978	"NER"	1.774365275E9
1978	"NGA"	3.6527862209E10
1978	"RWA"	9.057091473E8
1978	"SEN"	3.280354339E9
1978	"SLE"	9.607283389E8
1978	"SOM"	5.649860597E8
1978	"ZAF"	4.6739449959E10
1978	"SDN"	7.6705E9
1978	"TZA"	
1978	"TGO"	8.242638415E8
1978	"TUN"	5.96804421E9
1978	"UGA"	2.42026087E9
1978	"ZWE"	4.3516005E9
1978	"ZMB"	2.813375E9
1979	"DZA"	3.3243422158E10
1979	"AGO"	
1979	"BEN"	1.186231265E9
1979	"BWA"	8.198773006E8
1979	"BDI"	7.824966667E8
1979	"BFA"	1.748480982E9
1979	"CMR"	5.811444661E9
1979	"CAF"	7.007648927E8
1979	"TCD"	1.004316495E9
1979	"COD"	1.5068422236E10
1979	"CIV"	9.142935858E9
1979	"COG"	1.198749666E9
1979	"DJI"	
1979	"EGY"	1.8020571429E10
1979	"ETH"	
1979	"SWZ"	4.120931338E8
1979	"GAB"	3.030251116E9
1979	"GMB"	2.071143825E8
1979	"GHA"	4.02022792E9
1979	"GNB"	1.185378751E8
1979	"GIN"	
1979	"KEN"	6.234390975E9
1979	"LBY"	
1979	"LBR"	
1979	"LSO"	2.901425178E8
1979	"MWI"	1.058269066E9
1979	"MDG"	3.463565881E9
1979	"MLI"	1.595423286E9
1979	"MRT"	6.440703906E8
1979	"MAR"	1.5912133569E10
1979	"MOZ"	
