carryover_type,beta_nl,rho_Z,twfe_s_bias,twfe_s_mcse,twfe_s_sd,twfe_s_rmse,twfe_l_bias,twfe_l_mcse,twfe_l_sd,twfe_l_rmse,adl_Ylag_bias,adl_Ylag_mcse,adl_Ylag_sd,adl_Ylag_rmse,adl_full_bias,adl_full_mcse,adl_full_sd,adl_full_rmse,adl_Dlag_bias,adl_Dlag_mcse,adl_Dlag_sd,adl_Dlag_rmse,adl_DYlag_bias,adl_DYlag_mcse,adl_DYlag_sd,adl_DYlag_rmse,adl_DZlag_bias,adl_DZlag_mcse,adl_DZlag_sd,adl_DZlag_rmse,adl_all_bias,adl_all_mcse,adl_all_sd,adl_all_rmse,adl_all_nofe_bias,adl_all_nofe_mcse,adl_all_nofe_sd,adl_all_nofe_rmse,n_sims,k,n_discarded
raw,0,0.5,0.429922184619074,0.00150486237680503,0.0336497457131796,0.431234420708071,0.249852989425281,0.00122449061165301,0.0273804424546643,0.251345788857711,0.0430693832857203,0.000814429580291603,0.0182111990441865,0.0467542110584492,0.00954696932718835,0.000786840434446922,0.0175942869886878,0.0200021108912361,0.0469551538791482,0.00109796805327576,0.0245513120424772,0.0529749739497393,0.0338714376319877,0.000892819887308931,0.0199640595968647,0.0393070074604215,-0.0266449148860471,0.00101804255694999,0.0227641236132789,0.0350302783676861,-0.0025196969780823,0.000857482673589191,0.0191738954767369,0.0193197273293048,-0.0867766455834221,0.000989906252406972,0.0221349767173406,0.0895497822364718,500,0,0
raw,0,0.7,0.513559593483381,0.0017804635162088,0.0398123745370117,0.515097380283339,0.241461207461093,0.00125905316010873,0.0281532845328904,0.243093679316635,0.0480348785657059,0.000819602902010076,0.0183268780345063,0.0514057610428713,0.0106528475824326,0.000785840403275278,0.0175719256118937,0.0205338302852888,0.0902317848309555,0.00121736074270191,0.027221013738211,0.0942405253356424,0.0456153917008733,0.000868118249779507,0.0194117141901512,0.0495663694305789,-0.0246853624536733,0.00105109035511471,0.0235030948453089,0.0340684281387062,-0.000924740097669963,0.000844947079465704,0.0188935910707523,0.0188973276478436,-0.0863079451132238,0.000955724470155092,0.0213706488302675,0.0889092380567453,500,0,0
raw,0.0432,0.5,0.437478616576378,0.00170904801022387,0.0382154752767134,0.439141254799757,0.251554769096278,0.00140999371488732,0.0315284179433551,0.253518943889439,0.0366258512891755,0.000854526269175961,0.0191077882643673,0.0413016989949321,0.00359397269236039,0.000855473396110665,0.0191289666664605,0.0194448494647949,0.0498619790536277,0.00118348818703248,0.0264636003677262,0.0564370308864515,0.0335581089589523,0.000889118978101163,0.0198813047511935,0.0389951589681787,-0.0268561045146754,0.00111378208857094,0.024904924621663,0.0366096313771808,-0.00190336621245546,0.00087933706800854,0.0196625745920245,0.0197349033148498,-0.0914907718679979,0.00100043057490785,0.0223703077226314,0.094180630403879,500,0.05,0
raw,0.0432,0.7,0.526223094045101,0.00224754799608922,0.0502567010194892,0.528612740322976,0.241257568368065,0.00146915943059553,0.032851403565965,0.243479507518996,0.035633456127264,0.000912872467969679,0.020412448931682,0.0410557904663812,-0.000589855271949324,0.000901838903257161,0.0201657309243687,0.0201541886353298,0.0922550802039639,0.00131808920660642,0.0294733706638071,0.0968397751059419,0.0404798983160133,0.000911883547102746,0.0203903359888537,0.0453161829571915,-0.0295347825871919,0.00110212612392368,0.024644289328717,0.0384503536654368,-0.00319767580048824,0.000893540521727194,0.0199801734723263,0.0202146988066929,-0.10027493998626,0.000976180340993571,0.0218280560076055,0.102618588424618,500,0.05,0
raw,0.0864,0.5,0.457697629351527,0.00252607978434194,0.0564848611437659,0.461162962924563,0.254515969968096,0.00194568610238684,0.043506863878136,0.258200388223764,0.0221676605494845,0.00113421461521729,0.0253618098069963,0.0336651173788248,-0.00954850238610216,0.00114121447020044,0.025518331322746,0.0272223577385913,0.056424226206627,0.0014160116464961,0.0316629829849669,0.0646856452819318,0.0329121535277634,0.0010033489119047,0.0224355637216937,0.039819061519657,-0.0287074918868174,0.00129931579111551,0.029053584331732,0.0408233099028938,0.000156092019895526,0.00100936573273174,0.0225701039254705,0.0225480628157454,-0.102777416188356,0.00107852965766341,0.0241166563028496,0.105563474570336,500,0.1,0
raw,0.0864,0.7,1.29876107748594,0.155621778272078,3.32317180866249,3.56455229564794,0.173136802155964,0.0394208371812733,0.84179872669008,0.85851467437299,-0.078912021757528,0.0367846481530886,0.785505133607933,0.788601491098343,-0.0531100977484882,0.00810463378170775,0.1730676181827,0.180851867166339,0.703887295625192,0.155653310799758,3.32384515919354,3.39399116293398,0.00696242490072918,0.0151452634420182,0.323414325836114,0.323134526957114,-0.029129575193303,0.00520408597676555,0.111128866408449,0.114765302201125,0.00014108888335973,0.00212389210385572,0.0453539243834778,0.0453043866020323,-0.113724770408267,0.00908891505854394,0.194086114612279,0.224766845670713,456,0.1,44
raw,0.216,0.5,1.344067875758,0.30359976578949,6.4044440754376,6.53691437547295,-0.322654271566905,0.401954765676315,8.47924507100756,8.47585601101838,-0.42479025459679,0.269056158848943,5.67574588873336,5.68525698075817,-0.103908958589946,0.0298089544021275,0.628820581989737,0.636650471017347,1.19872068233833,0.573253950823554,12.0928053403663,12.1385440717626,-0.106437171117514,0.0878576784135207,1.85335975650036,1.85433338069355,-0.0808126637036185,0.0254068823544895,0.535958770414122,0.54142125976703,-0.0112335817284146,0.00714654679251547,0.150756569742873,0.151005508336713,-0.0932873256085038,0.0348664594209725,0.735508767239844,0.740580854338881,445,0.25,55
softclamp,0.27,0.5,0.434842300544136,0.00176930181813046,0.0395627913805367,0.436634756261355,0.249857354246584,0.00141370685947948,0.0316114463805386,0.251845155693509,0.0366664540336119,0.000912499803753845,0.0204041159064882,0.0419514498132369,0.00334102498953648,0.000894499180284007,0.0200016097293288,0.0202589908673053,0.0497559895872657,0.00120205968744402,0.0268788717413697,0.0565392544910606,0.0337847786213974,0.000940359915818811,0.0210270869508684,0.039782727098138,-0.0266601048841688,0.00110628149305009,0.0247372062070997,0.0363519835033191,-0.00190287120333776,0.000914651027561923,0.0204522187331849,0.020520175033959,-0.0892586734947519,0.00099730097596807,0.0223003277629149,0.091996852137122,500,0.25,0
softclamp,0.27,0.7,0.50957869908477,0.00202451707966665,0.04526957811744,0.511581554196838,0.235864100481602,0.00140267789316485,0.0313648311965279,0.237936249921507,0.0389541925457775,0.000896978260505281,0.0200570436482932,0.0438053597953861,0.00208742933256567,0.000880628669711941,0.0196914556841111,0.0197821960692904,0.090185190719057,0.00129525918536301,0.028962875869527,0.0947129299900971,0.0423185156990393,0.000907314957670151,0.020288179223528,0.0469216769387393,-0.0268772631994125,0.0011439818381281,0.0255802115507959,0.0370867335529567,-0.0025142744679072,0.000893364998212971,0.0199762486472318,0.0201140245872369,-0.0909104177463751,0.000998269252249854,0.0223219790787856,0.0936054392827371,500,0.25,0
softclamp,0.5401,0.5,0.438318557260368,0.00231159014105313,0.0516887269151313,0.441349678463616,0.242484061937222,0.00178069420372769,0.0398175328667498,0.245725019778861,0.0198734579212565,0.00105015347752912,0.0234821456256292,0.0307451243387442,-0.0124923786518489,0.00104836434761026,0.0234421394644375,0.0265423126205305,0.0542322641411046,0.00138062451722846,0.0308717027192566,0.0623882551334714,0.0328192331191672,0.000965477611094281,0.0215887356916092,0.0392714072102704,-0.0287336611896026,0.00126883961715259,0.0283721163649799,0.0403607522032578,-0.000582673946389778,0.000961897282698807,0.0215086771148687,0.0214950564962508,-0.0927421105145103,0.00110082550283579,0.0246152065570622,0.0959468375703169,500,0.5,0
